text_a,text_b,score,label_type
พบแมลงสาบและสิ่งสกปรกปนเปื้อนในจานข้าวที่ ตึก EN,เจอแมลงสาบตัวเล็กในอาหารร้านข้าวที่ อาคารคณะวิศวกรรมศาสตร์ สกปรกมาก ไม่ถูกสุขอนามัย,0.991,DUPLICATE
รถเมล์มอสาย 4 รอนานมาก ไม่ยอมจอดรับที่ป้าย,อาหารที่โรงอาหาร ป้ายรถเมล์หน้า ม. มีรสเปรี้ยวบูด กินแล้วท้องเสีย,0.0105,DIFFERENT
รถเมล์มอสาย 2 (สีเขียว) รอนานมากเกิน 45 นาที รถไม่พอ นิสิตยืนล้นป้าย โรงอาหารสงวนเสริมศรี,รอรถบัส มพ. สาย 2 (สีเขียว) ที่ โรงอาหาร PKY นานมาก คนเบียดกันแน่น รถขาดระยะ,0.9572,DUPLICATE
สัญญาณเน็ต UP-WiFi ตึก PKY หลุดบ่อย เล่นไม่ได้,สุนัขจรจัดดุมาก วิ่งไล่กวดนิสิตตรง ตึก PKY,0.0264,DIFFERENT
สุนัขจรจัดฝูงใหญ่ดุมาก วิ่งไล่กวดรถมอเตอร์ไซค์ตรง ตึก EN,หมาจรจัดตรง อาคารคณะวิศวกรรมศาสตร์ ดุ วิ่งไล่เห่านิสิตที่เดินผ่านตอนกลางคืน,0.9722,DUPLICATE
แอร์ห้อง 3301 โรงอาหารกลาง มีน้ำรั่วหยดและไม่เย็นเลย ร้อนมาก,เครื่องปรับอากาศห้อง 3301 โรงอาหารใหญ่ น้ำหยดลงพื้น แอร์ไม่ฉ่ำเลย นั่งเรียนไม่ได้,0.9407,DUPLICATE
รถเมล์มอสาย 1 รอนานมาก ไม่ยอมจอดรับที่ป้าย,อาหารที่โรงอาหาร ตึก ICT มีรสเปรี้ยวบูด กินแล้วท้องเสีย,0.0246,DIFFERENT
แอร์ห้อง 4303 ป้ายหอพักใน มีน้ำรั่วหยดและไม่เย็นเลย,สายชำระห้องน้ำหญิงชั้น 3 ป้ายหอพักใน แตก น้ำนองพื้น,0.0323,DIFFERENT
สอบถามขั้นตอนการขอทุนการศึกษานิสิตขาดแคลนทุนทรัพย์,มีคนร้ายขโมยหมวกกันน็อคตรงลานจอดรถ ตึก CE,0.0,DIFFERENT
กิ่งไม้ใหญ่หักโค่นพาดขวางถนนตรง คณะศิลปศาสตร์ รถสัญจรไม่ได้,ต้นไม้ล้มขวางทางจราจรบริเวณ ตึกศิลปศาสตร์ รถผ่านไม่ได้ การจราจรติดขัด,0.9725,DUPLICATE
หลอดไฟทางเดินหน้า ตึก PKY ดับสนิท มืดมาก,ถังขยะหน้า ตึก PKY ขยะล้นถัง ส่งกลิ่นเหม็นเน่า,0.0863,DIFFERENT
พบแมลงสาบและสิ่งสกปรกปนเปื้อนในจานข้าวที่ ป้ายรถเมล์หน้า ม.,เจอแมลงสาบตัวเล็กในอาหารร้านข้าวที่ ป้ายรถบัสหน้ามหาวิทยาลัยพะเยา สกปรกมาก ไม่ถูกสุขอนามัย,0.9731,DUPLICATE
ตารางสอบปลายภาควิชา GEN001 ชนกัน ขอทำเรื่องสอบซ้ำ,ลิฟต์โดยสาร คณะเภสัชศาสตร์ ค้างที่ชั้น 8 ใช้งานไม่ได้,0.0307,DIFFERENT
สัญญาณอินเทอร์เน็ต UP-WiFi คณะศิลปศาสตร์ หลุดบ่อยมาก เชื่อมต่อไม่ได้เลย,เน็ตไวไฟ UP-WiFi ที่ ตึกศิลปศาสตร์ ต่อไม่ติด หลุดทุก 5 นาที ทำงานไม่ได้,0.9369,DUPLICATE
คนขับรถชัตเติลบัสสาย 3 (สีแดง) ขับเร็วและเบรกกระชากแรงมากตรง ป้ายรถเมล์หน้า ม.,รถเมล์ มพ. สาย 3 (สีแดง) ซิ่งเร็ว เบรกกะทันหัน ผู้โดยสารเกือบหัวทิ่มแถว ป้ายรถบัสหน้ามหาวิทยาลัยพะเยา,0.9431,DUPLICATE
เครื่องปรับอากาศห้อง 1403 คณะศิลปศาสตร์ เสีย ไม่เย็น,เครื่องปรับอากาศห้อง 3101 คณะศิลปศาสตร์ เสีย ไม่เย็น,0.1586,DIFFERENT
สอบถามขั้นตอนการขอทุนการศึกษานิสิตขาดแคลนทุนทรัพย์,มีคนร้ายขโมยหมวกกันน็อคตรงลานจอดรถ โรงอาหารกลาง,0.0002,DIFFERENT
ถังขยะหน้า ป้ายรถเมล์หน้า ม. ขยะล้นถัง ส่งกลิ่นเหม็นเน่า ไม่มีเจ้าหน้าที่มาเก็บ,ขยะเน่าล้นถังขยะบริเวณ ป้ายรถบัสหน้ามหาวิทยาลัยพะเยา เหม็นคลุ้งมาก เกลื่อนเต็มพื้น,0.9491,DUPLICATE
แอร์ห้อง 4204 หอพักลุมพินี มีน้ำรั่วหยดและไม่เย็นเลย,สายชำระห้องน้ำหญิงชั้น 5 หอพักลุมพินี แตก น้ำนองพื้น,0.0476,DIFFERENT
